	aneu	text	label	insulte	grau	rol	tipus	insults
2471	tweet26_1235190525784809473	"@IreneMontero Vinga Irene, vaig donar que S. ""Sostenella i no enemendalla"" com la castuza de sempre que jams s'equivoca. Amb el fcil que sàrria simplement dir que aqueix realment no era l'exemple ms afortunat. Però no. Millor com la ruca quan coje la boga..."	NOVIOLENTO	NO				[]
2372	tweet84_1593369384491384838	"Ayuso: ""Quan tinguem majora en el Congrés dels Diputats, el primer que farem és eliminar la Llei de Memòria Democrtica""  Molt els fot que li recordem el fills de puta que van ser en la dictadura."	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['els fot', 'fills de puta']
1779	tweet91_1234923207280517122	@laSextaTV Ben fet @cayetanaAT	NOVIOLENTO	NO				[]
393	tweet20_1234881062234415105	@laSextaTV Els han dolgut la VERITAT JO AMB CAYETANA NO VEIG LA SECTA NI LEO LA RAZN	NOVIOLENTO	NO				[]
1836	tweet77_1235084290859421696	@laSextaTV Aqueixa foto de Cayetana amb la mà alçada...missatge subliminal tal vegada?, per als subnormales que us continuen veient?.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['subnormales']
1690	tweet68_1235303004456341505	@IreneMontero A sta li van comptar de pequea que existisquen els unicorns i li ho crey.  Nnca una dona va ha poder caminar tranquil·la pel carrer de nit. Sempre habr algn malvat solt al qual no li importe la llei.  És as d'ingènua o és tot una posa?	NOVIOLENTO	NO				[]
926	tweet63_1592269572152987650	@AleJacintoUrang @PabloEchenique Qu tristesa carall i aquesta p...de @ayuso tocant tot el dóna les pilotes als madrileos,fàstic és poc.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['p...de', 'tocant tot el dóna les pilotes', 'fàstic és poc']
2704	tweet86_1235153321381462016	@laSextaTV I té razn.  Si hi ha llibertat de premsa portar a un debat a Fede JL i a Luis Herrero: us fonen a black en 15. Incloent anuncis.	NOVIOLENTO	NO				[]
1017	tweet66_1592460793957986305	@Migueloko64 Com que no? Sali un tuit amb una foto en un aparador, que ponia Ayuso puta, si això no és violència, no es jo.	VIOLENT	SI	MODERAT	INFORMATIU	ALTRE	[]
157	tweet73_992249114648707072	@sóc_502 I les feministes no protestaran? Que aquest pallasso covard pose a dones al seu servei per a protegir-se ! #Patetico #Ridiculo	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['pallasso', 'covard', 'Patetico', 'Ridiculo']
266	tweet42_1235087105648287745	@laSextaTV Aquesta tv fa costat als colpistes és vomitiva!	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['vomitiva']
1504	tweet92_1235110644032000000	@laSextaTV Suport total a @cayetanaAT us ha dit el que sou i per al que estis.	NOVIOLENTO	NO				[]
2764	tweet83_1234896116191318021	@laSextaTV Fan de la Sra. @cayetanaAT. Als sectaris no els agrada que els diguen les veritats a la cara.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Als sectaris']
2128	tweet97_1234906299181256710	@laSextaTV La veritat cou a certes Sectes	NOVIOLENTO	NO				[]
1549	tweet74_1235151364755517440	@laSextaTV I que fins persegueixen als votants de VOX en Marinaleda.	NOVIOLENTO	NO				[]
1149	tweet46_1235258167707291648	@IreneMontero Res justifica una agresin sexual, efectivament. Però jo preferisc ms policas patrullant que quiosquets d'amiguetes adoctrinant.  I, si pot ser, una Ministra professional i no una pancartera ignorant.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['pancartera ignorant']
423	tweet65_1234908059505430535	@laSextaTV És el moment de mostrar el document grfico de la reunin a casa de Roures amb Junqueras i compaa amb vdeo, que no de paraula, de la xarrada. No imagine a Casado o a Abascal de convidats excepte per a provar el caf a la cicuta	NOVIOLENTO	NO				[]
1651	tweet18_1234940463154696199	@laSextaTV La secta,la veu del seu amo,la tv amiga la bé paga	NOVIOLENTO	NO				[]
2252	tweet18_1235255223427518466	@IreneMontero La ignorància és molt molt atrevida.....  i els que consenten això no tenen tampoc preparacin, ni respecte als éssers humans, ni vergenza.	NOVIOLENTO	NO				[]
1930	tweet11_1592829086980001798	@protestona1 Coo!! que casualitat, una altra comunitat governada pel PP......això no anava d'ideologias deciais   Que fàstic dóna l'esquerra i que previsible és, des de fa un segle que no canvien d'estratègia els esquerrans.  #Ayuso #Madrid #Andalucia #lliberteu https://t.co/ugioektd5v	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Coo', 'Que fàstic']
851	tweet60_1235067384722931712	@laSextaTV @cayetanaAT   amb dos  És evident: Temps dedicat als ERES vs Gurtel Tertulians d'extrema esquerra amb Ferreras @A3Noticias @lasextaTV @atresmediacom Supondr que quan canvie la truita l'Empresa es vaja al carall.   I amb ella els seus empleats i  accionistes!	NOVIOLENTO	NO				[]
2153	tweet35_1235711141919277056	@IreneMontero La ministra ja ha arribat a casa com bé publicita https://t.co/amhlscwqll	NOVIOLENTO	NO				[]
2842	tweet96_1235039269149757440	@laSextaTV Sicaris de la mentida	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Sicaris']
1646	tweet12_1234941391781974016	@laSextaTV Té tota la razn	NOVIOLENTO	NO				[]
1460	tweet15_1234845671351574528	@laSextaTV Definicin grfica del que fa ferreras cada dóna... https://t.co/nhrtz3xg7y	NOVIOLENTO	NO				[]
878	tweet7_1592272484166144000	@johannes26cu @NunezFeijoo @Juanma_Moreno @alferma1 @AlfonsoRuedaGal @IdiazAyuso @cucagamarra El teu que eres un altre lam culs ?? Vesteix a Ayuso a Madrid com dient la veritat sense callar-se guanye?? Perquè aqu el mateix i si no val que puge ella ja d'una puta vegada	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['lam culs', 'd'una puta vegada']
1981	tweet73_1592201139155570688	Portugus est tota la setmana a Munic i no atur de veure declaracions d'Ayuso donant muchsimo fàstic. Per qu tant de dolor.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['muchsimo fàstic']
2061	tweet87_1235068339816460289	@laSextaTV No sols ha dit això, posar la seqüència completa, sectaris https://t.co/wu1vbxv31l	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectaris']
1736	tweet31_1235228673105702912	@IreneMontero Mes retardada no pots ser,em fas fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['em fas fàstic']
2461	tweet12_1234919665526300680	@laSextaTV Qu esperis, que us demane permís? Sou secta i cada vegada se us veu ms el plomall.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Sou secta']
842	tweet47_1235181864689823744	"@laSextaTV No fa falta que ho diga Cayeta, la Sexta promou les mentides populistes, narcochavistas i independentistes i els seus "" professionals"" la censura totalitària en les xarxes socials. Són el Node de la dictadura Social comunista."	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['promou les mentides']
1820	tweet55_1234934184885571586	@laSextaTV però xq es retractarà si sou uns sectaris manipuladors.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['sou uns sectaris manipuladors']
2310	tweet10_1592471998957223936	LA CHULERIA TRUMPISTA DE BARRIADA D'AYUSO AL DESNUDO I ELS SEUS ESPANTALLS VERBALS FÀSTIC I VERGUENZA                                         EL PAS https://t.co/lxp42duxn4	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['DE BARRIADA', 'FÀSTIC I VERGUENZA']
2615	tweet44_1234882417476935680	@laSextaTV @cayetanaAT Molt bé Cayetana. Té Vostè tot el meu suport. La Sexta i Antena 3 són un niu de fem i de trilers.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fem', 'trilers']
635	tweet36_1235171730462777344	@laSextaTV Amb razn,igual que uns altres ho fan al revs. No existeix el periodista imparcial	NOVIOLENTO	NO				[]
2784	tweet13_1235286067760295939	"@IreneMontero @PabloIglesias Amb aquesta llei si una dona denuncia a un home en fals per violacin o tocaments. Amb el ""jo S et crec"". Qu defensa té l'home?. I parlem de penes de 10 aos de crcel.  I si és la dona la que li fa tocaments a l'home. La llei la penalitza igual?"	NOVIOLENTO	NO				[]
2792	tweet25_990806510723792896	Ja m'avent totes les històries d'Instagram possibles per a veure les noces del Capi i s va estar ben bonica  i obvi llor perquè #ridcula  #RelationshipGoals	NOVIOLENTO	SI				['ridcula']
2603	tweet26_1234965254888722435	@laSextaTV Perquè habis punxat en os, a pasturar ...	NOVIOLENTO	NO				[]
1934	tweet16_1591783010415923201	Abans els aplaudim com a hroes als balcons Ara, la puta payasita Ayuso, ens asuza contra ells perquè volen defensar la sanitat publica  LA SANIDA PBLICA M'HA SALVAT LITERALMENT LA VIDA	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la puta payasita']
1119	tweet91_1591890419679465472	@DinoFumador @Cazatalentos Acollonat tot el personal de la Tele Madrid, el que diga una cosa expedientada, est Ayuso només mereix fàstic i ignorar-la i hecharla en les urnes. https://t.co/gewgf3kukp	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['mereix fàstic i ignorar-la']
1094	tweet62_1591721463174033408	@ionebelarra L'ayuso i la niera, de la sanitat, callats PP és igual PSE fàstic total	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fàstic total']
2087	tweet27_1234852853342232584	@laSextaTV @cayetanaAT @ldpsincomplejos  Per favor Cayetana, Amb la preparacin tan espectacular que tens, amb aqueix dir i parlar tan clar, sal d'aqueix enderroc de @PPopulares i fes una visita a @VOX_Congrés. Eres tan gran que et sales del PP. Se't queda pequeo.	NOVIOLENTO	NO				[]
2753	tweet65_1235311236126040066	@IreneMontero  Sola i borratxa ?t no ests centrada	NOVIOLENTO	NO				[]
2304	tweet2_1591949944839376896	@Raclo20 Segur que habia col·legues de Cantàbria, de Catalua....capdavanteres en llistes d'espera per a operar-se en hospitals pblicos de totes Espaa, però clar,  és ms divertit i meditico per a l'esquerra, manifestar-se contra AYUSO. Aquesta clar el que pretendis. Fa fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fa fàstic']
2730	tweet29_1235193821056634880	@IreneMontero Governar i legislar no és agafar els pamflets i soflamas q estn de moda en les manifestacions feminazis i traure'ls en forma de llei en el BOE.	NOVIOLENTO	NO				[]
673	tweet97_1234928866487087108	@laSextaTV Tots som @cayetanaAT	NOVIOLENTO	NO				[]
1000	tweet46_1593641885834305536	@todoesmentiratv a reiros de les vostres mames,sou gentussa .Espere veure cmo us reis de Feijoo,d'Ayuso.Marilo i Chicote fan fàstic,no fan ms que criticar a l'esquerra,però al facherio ni pio	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sou gentussa', 'fan fàstic', 'facherio']
2396	tweet14_1235305982483468288	@IreneMontero https://t.co/851e2rkhpq i sobre això alguna cosa a dir? no deixa de ser ficar mà sense  consentiment	NOVIOLENTO	NO				[]
902	tweet34_1592094415765454854	@eduardoinda Que pena pantuflo els feixistes us jodeis, la manifestacin ha sigut un xito, queris defensar l'indefensable feu fàstic, igual que amb els avis morts en les residències de la qual Ayuso tendr que rendir comptes en el seu degut moment, temps al temps,sou escòria, https://t.co/kaeeibolmn	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['pantuflo', 'feu fàstic', 'sou escòria']
2458	tweet9_1235240061811253250	@laSextaTV Secta manipuladora....ja no engaais a ningú!!!! Patticos	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Secta', 'manipuladora', 'Patticos']
1865	tweet15_1235247606181302275	@IreneMontero Et mane una? https://t.co/28m3osphlw	NOVIOLENTO	NO				[]
1766	tweet77_1235172824870006785	@laSextaTV No es cmo pot atrevir-se a criticar a laSecta... Amb l'imparcials que sou!	NOVIOLENTO	NO				[]
1408	tweet50_1234934741142556676	@laSextaTV El pitjor és el comportament de Ferreras. En lloc de fer-li a un entrevista i demostrar que és un periodista, es dedica a atacar-la i demostra que és un propagandista	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['atacar-la', 'propagandista']
273	tweet54_1235190769478176768	@IreneMontero Insistir en l'error en lloc d'esmenar-lo. Han banalitzat el consum d'alcohol i creat una polmica absurda que aparta el focus del que volen dir. RES justifica una violacin. Res justifica que es normalitze la borratxera com diversin des del Govern.	NOVIOLENTO	NO				[]
1086	tweet54_1591089717592068096	@rtvenoticias Ja era hora, que ràbia dóna veure com en aquest pas es juga amb la sanitat, cansat de veure com es privatitza i cansat del silenci dels carrers. Madrid est assetjada per la corrupcin d'Ayuso i ni una puta manifestacin. Parce que tot és igual. Una vergenza.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['corrupcin', 'puta manifestacin', 'Una vergenza']
339	tweet51_1591382562764627969	@Monica_Garcia_G AYUSO AYUSO AYUSO AYUSO AYUSO AYUSO AYUSO AYUSO AYUSO AYUSO AYUSO AYUSO  Haber s t'avorreixes d'una puta vegada , pesada . MAMARRACHA MAMARRACHA	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['d'una puta vegada', 'pesada', 'MAMARRACHA', 'MAMARRACHA']
1161	tweet65_1235272761246978048	@laSextaTV I fa molt bé, la recolze el seu partit o no. Les veritats del barquer couen, i el PP és ms papista que el papa,.	NOVIOLENTO	NO				[]
45	tweet76_1234938163455549441	@laSextaTV @cayetanaAT Llevar la sisena del vostre tv i as s'acaba el problema.	NOVIOLENTO	NO				[]
1722	tweet14_1234975452223041539	@laSextaTV Una veritat com un temple ha dit	NOVIOLENTO	NO				[]
2209	tweet32_988853932549165056	@JaimeRdzNL Anciado #PALLASSO #RIDICULO	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['PALLASSO', 'RIDICULO']
1057	tweet16_1592917758777475077	@todoesmentiratv MARILO MONTERO és com veure a AYUSO però en periodista, siga una PUTA MERDA.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['una PUTA MERDA']
1127	tweet2_1235212603036663809	"@laSextaTV @cayetanaAT  Tambin tendr llibertat d'expresin. no?  Adems no ha dit cap mentida. Tots sabem la ""línia editorial"" de la sisena (). Res a veure amb @A3Noticias, l'informatiu mes objectiu de tots."	NOVIOLENTO	NO				[]
2791	tweet24_1235221944934510592	@laSextaTV És el que us habis bestiar	NOVIOLENTO	NO				[]
2749	tweet61_1234930458531639296	@laSextaTV Si seora, amb un parell, i al qual li pique que es rasque.	NOVIOLENTO	NO				[]
947	tweet87_1591047571480653825	@veu_populi @marina_alias9 Ayuso dimisin. La sanitat feta un fàstic i això amb el puta cataln dels nassos.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['feta un fàstic', 'amb el puta', 'dels nassos']
2166	tweet57_1234894077436493830	@laSextaTV Si es retractara sàrria una covarda i la veritat la considere una dona valenta per això en @populars aquesta fora de lloc i acabarn per purgar-la	NOVIOLENTO	NO				[]
713	tweet49_1235094784500432898	@laSextaTV La secta és la secta, amb molta programacin, això s.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['La secta']
1827	tweet64_1235522548244385794	@IreneMontero Das molta molta pena ,no és que et quede gran el càrrec ,és que no vals ni per a delegada de classe.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['Das molta molta pena', 'no vals ni']
1502	tweet90_1235433786046701568	@laSextaTV Pablo vol ficar en la crcel a periodistes, però Cayetana no pot fer ús de la seua llibertat d'expresin perquè la veritat ofèn, si fins a ferreras diu que no són objectius.	NOVIOLENTO	NO				[]
794	tweet77_1234957833512378369	@laSextaTV @cayetanaAT I hi ha partits com el teu que deberian estar il·legalitzats per CORRUPTES	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['CORRUPTES']
121	tweet13_1235493982924419072	@IreneMontero A vegades un eslògan, desdiu allò que es reivindica.  Com que alhora aqueixa condicin pot ser considerada com a atenuant o agreujant i per descomptat pot confondre al bebid@	NOVIOLENTO	NO				[]
1857	tweet2_1234910957954048001	@laSextaTV I té tooooooooda la razn. Res nou.	NOVIOLENTO	NO				[]
2558	tweet61_1234895273136214016	@laSextaTV Qu razn té i qu important és que hi haja una mica de vida intel·ligent i amb carcter en el pep @cayetanaAT	NOVIOLENTO	NO				[]
880	tweet9_1592512084159483905	@IgorMeltxor Ser que Ayuso és del PNB? O és que els Jetzales són del PP? Que fàstic donen	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que fàstic donen']
305	tweet10_1591837008472805377	@MasMadrid__ Aqu la nica que sobra eres t, no tens ni puta idea del que és gestionar, sol vals per a la propaganda, per cert t convé or a la presidenta dirigir-se a Snchez quan visite la pta de sol en el 2020 parlant de mdicos, he dit mdicos no de tu. Ayuso forever	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sobra eres t', 'ni puta idea']
2488	tweet53_1235203026161455105	@IreneMontero Soles, borratxes, lcidas, ballant, cantant La Marsellesa, o cmo els isca dels nassos. Deixeu a les dones en pau! Qu desaparega ja el puto patriarcat!	NOVIOLENTO	SI				['puto patriarcat']
1506	tweet95_1235675939423612928	@IreneMontero Sou uns irresponsables .Vergonyós .Deixa de dir bajanades l'una després de l'altra. Pobres de les dones que se sentes representades per tu .No tens ni idea. https://t.co/rfdiidlhdo	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['Sou uns irresponsables', 'Vergonyós', 'Deixa de dir bajanades', 'No tens ni idea']
991	tweet37_1592203035421585408	"@Migueloko64 Siii!! S que va haver-hi greus disturbis!! Corre per ah una pintada on posa ""ayuso puta""... Quasi n. Si això no és una manifestacin incendiària en orris de la rebelin jo ja no s..."	VIOLENT	SI	MODERAT	INFORMATIU	ALTRE	['puta']
2686	tweet59_1235576899256160257	@IreneMontero Imagnate cmo estarn les nias tutelades i abusades de Mallorca i de València. Aqueixes no compten per quines han sigut els agressors o els consentidors?	NOVIOLENTO	NO				[]
2170	tweet63_1235453177710940168	@laSextaTV Ja era hora q algú de cert pes us diguera la veritat. Manipuladors i cuiners de notícies.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Manipuladors']
0	tweet2_1234946171505971200	@laSextaTV @cayetanaAT GRAN, GRAN CAYETANA.	NOVIOLENTO	NO				[]
2192	tweet3_1234942543072239618	@laSextaTV @cayetanaAT Veritats com puos @cayetanaAT	NOVIOLENTO	NO				[]
1320	tweet48_1592928056821559297	@Alexis58374774 @Bolsacarlosmari S'ha deixat la mort de Manolete, i si vol bona sanitat aqu en Aragon estem de cojon, amb les llistes d'espera, l'atencin Primària ....., i crec que en la resta del que todava es diu Espaa, tambin aquesta de puta mare, però clar la culpa de tot és d'Ayuso	NOVIOLENTO	SI				['de puta mare']
1949	tweet35_1591785317979525121	@juanlobato_és Ataquem a Ayuso que as no es parla de la sedicin veritat? Feu molt fàstic. Que us vote Txapote	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Feu molt fàstic']
2135	tweet9_1236178135013568512	"@laSextaTV Pablo Iglesia  amenaça amb ficar a la carcel a periodistes q no són afins al..anem fer-los""presos polticos""no us he vist ni un titular.no obstant això a cayetana l'acribillais per pensar com pensem la mayoria d'espaoles..sou uns feixistes! https://t.co/6imxi2pn4u"	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['amenaça', 'feixistes']
2476	tweet34_1234935780038127618	@laSextaTV Aquesta seora porta razn. Se us veu el plomall.	NOVIOLENTO	NO				[]
178	tweet1_1234937131396665345	@laSextaTV Ms razn que un Sant té.	NOVIOLENTO	NO				[]
1152	tweet51_1235248941358292999	@IreneMontero @IgualdadGob Em sembla correcte perquè la ment dels machirulos analfabetoides és as. Però, amb l'escassetat de neurones del fachero nacional, el missatge de les borratxeres, li ha recordat a la seua lder espiritual i deberais haver-lo canviat... https://t.co/az7fwd5yia	NOVIOLENTO	SI				['machirulos', 'analfabetoides', 'escassetat de neurones']
632	tweet32_1235127881187106820	@laSextaTV A veure si dir la veritat est .al vist ara ??? A clar que vosaltres no decs una ni equivocndose.....	NOVIOLENTO	NO				[]
1673	tweet46_1235494953595424773	@laSextaTV Per qu retractar-se de les veritats?	NOVIOLENTO	NO				[]
217	tweet61_1235289834043985920	@IreneMontero I qu aneu erradicar? . Perquè a un violador li és igual t opinin , per això es diu violacin . Perquè t no dónes el teu consentiment osea el que li interessa al violador és el teu no , no el teu si . Osea que la veig ridcula aquesta llei perquè és bsicamente castigar a tots per si de cas	NOVIOLENTO	NO				[]
955	tweet97_1592636269951332353	@PabloEchenique I cuidat la culpa no la té Ayuso. Cada vegada dis ms fàstic	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['Cada vegada dis ms fàstic']
1986	tweet78_1592161310695108609	El meu pare va estar amenaçat per ETA. Al meu carrer (Romero Robledo, Chamber) van matar a tres compaeros del meu pare. El meu pare m'ense a estudiar els baixos del cotxe cercant bombes llepassa. Odi a ETA. Però ara Ayuso em crida a m ETA. Qu fàstic em dónes. https://t.co/0zv63sfzrk	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Odi a', 'Qu fàstic em dónes']
1230	tweet49_1591808970510974976	El pas en la fallida econmica, social i moral i ni una puta vaga perquè mana la ultraizquierda. No obstant això,a Madrid els socialistes i comunistes convoquen una vaga contra Ayuso i tenen la jeta de dir que és apoltica!. Això s'acaba!!!.	NOVIOLENTO	SI				['puta']
501	tweet66_1591054188913446912	@ana_schez I una merda que us menjareu els sociatas descerebrats com a t. Us pica el cuo que Ayuso us pose en el vostre lloc, no?  Mira com a tennis Extremadura, amb l'intil Vara, i València,? Només creis misèria i atur. Un govern totalitari i intil que ens est arruïnant. Fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['una merda que us menjareu', 'descerebrats', 'intil', 'Fàstic']
810	tweet3_1235377219574419457	@IreneMontero Em van els braguetazos i a tu?	VIOLENT	SI	MODERAT	EXECUTOR	MASCLISTA	[]
191	tweet22_1235248416797659138	@IreneMontero I ho aconseguiràs pujant les penes de crcel....	NOVIOLENTO	NO				[]
2539	tweet28_1234922562288865280	@laSextaTV @_belengarciab Sou fem informatiu.  SECTA DE SECTARIS.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Sou fem', 'SECTA DE SECTARIS']
2656	tweet9_1235257758645186567	@IreneMontero Una ministra fent apologa de l'alcoholisme...	NOVIOLENTO	NO				[]
2152	tweet33_1234901403082149890	@laSextaTV Per això mateix dej de veure aquesta cadena, ja feia fàstic la manipulacin que hacais	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['feia fàstic', 'manipulacin']
2050	tweet71_1235191243174563844	@IreneMontero @IgualdadGob Que pena doneu, vaja exemple doneu	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que pena doneu']
1378	tweet11_1235305824370724868	@IreneMontero Lliure de violències masclistes... i alcohlico	NOVIOLENTO	NO				['alcohlico']
1662	tweet31_1235256447388315648	@laSextaTV I té tota la razn	NOVIOLENTO	NO				[]
1832	tweet72_991571143420203009	@RafaelRosalesDV @monerorape @rafaelrosalesdv Aqu et deixe sto perquè pugues dormir i tambin, deixes de fer el ridculo #Ridiculo https://t.co/ysmoqlgupe	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ridculo', 'Ridiculo']
428	tweet70_1235130885898481665	@laSextaTV Livertad d'expresin..............punt, all i aigua.	NOVIOLENTO	NO				[]
2307	tweet6_1591879917062574081	Tota la merda Comunista i Socialistes a eixit de les clavegueres avui en a manifestara a Madrid. Tanca Revenques de la Puta merda, sou tots Rates de clavegueres Fem Comunistes. https://t.co/fucyzsbk8c	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['merda', 'Puta merda', 'sou tots Rates de clavegueres', 'Fem']
884	tweet13_1592600673845383168	@Rafa_Hernando @IdiazAyuso T'ho diré en maysculas:  LA SANITAT DE MADRID GESTIONADA PER AYUSO ES UNA PUTA MERDA.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ÉS UNA PUTA MERDA']
2630	tweet73_1234923131661422592	@laSextaTV I té tota la razn.	NOVIOLENTO	NO				[]
107	tweet94_1234975083929583617	@laSextaTV De qu s'ha de retractar? Pregunte.	NOVIOLENTO	NO				[]
1135	tweet13_1235337420096311297	@IreneMontero Si et roben i no hi ha cmaras ni testimonis, els jutges tenen una sèrie de proves, com les testificals o els testimonis.  Ni el teu saps el q dius... Impresentable. No pots ni defensar el fem q proposes.  Desperta, q per a estar en el govern es necessita ms q saber moure's	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['Impresentable']
628	tweet23_1235618075334111234	@IreneMontero Has dit el que has dit, no m'has. ContestadoEres alcohlica?	NOVIOLENTO	NO				[]
2803	tweet38_1234941929080705024	@laSextaTV Si, la SECTA TV és una , manipulais, mentis, ocultis, sóc un puto fem!!!!! Però recordeu, la qual cosa un sembre, això mateix collita!!!!!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['SECTA', 'manipulais', 'mentis', 'un puto fem!!!!']
146	tweet53_1235303663477944320	@laSextaTV Us ha posat en el vostre lloc, estais a un pas que l'audiència que teneis s'afarte per manipuladors. Deberais desaparèixer com ho va fer TVE.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['manipuladors', 'Deberais desaparèixer']
1625	tweet84_1236018577658048512	@IreneMontero As t'agrada ms? Però que vulgars sou https://t.co/gfzjevznuf	NOVIOLENTO	NO				[]
826	tweet24_1234961304848388096	@laSextaTV La Secta! Feu fàstic! Cmplices d'etarres, dictadors, explotadors de menors, lladres... Slo pobres analfabets veuen el fem que emits! Periodistes venuts per a no perdre el seu lloc ja que al carrer ningú els contractara. Que fàstic doneu!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Secta', 'Feu fàstic', 'Cmplices d'etarres', 'dictadors', 'explotadors de menors', 'lladres', 'pobres analfabets', 'fem', 'Que fàstic doneu']
1443	tweet94_1235220691173232640	@laSextaTV No, no t retractes	NOVIOLENTO	NO				[]
1227	tweet45_1591773790337437698	@mejorllamamesa @Alfredo_Baroja @nyconene Ni puta idea tens, llevant això, no continue discutint amb un bot d'Ayuso, que ja he vist el teu TL.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Ni puta idea tens']
431	tweet73_1234920177558544386	@laSextaTV @_belengarciab I per qu es retractarà?? Jjaajjjj, el decs com si estiguera dient una barbaritat i és una veritat com un temple  ...	NOVIOLENTO	NO				[]
2421	tweet52_1235210176401158149	@IreneMontero I si és una dona a un home?	NOVIOLENTO	NO				[]
37	tweet59_1234947270111637504	@laSextaTV I té tota la puta razn. La Sexta es fica amb el PP fins quan est en l'oposicin. Se'ls veu el plomall de collons.	NOVIOLENTO	SI				['la puta razn', 'de collons']
558	tweet33_1591550288036757506	És vergonyós,només participen en el programa diputats d'extrema esquerra i sindicats i infermeres comunistes i socialistes,tots contra Ayuso,amb un presentador stalinista:Fan fàstic.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fan fàstic']
2265	tweet41_991419525043310593	Qu raja tennis molts de cridar-me #MARICN. Com si m'anara a ofendre. A un ros intentes ofendre-ho dient que és ros? Doncs això. Sigueu originals, s que si rebuscis entre tot aqueix fem que tennis per mentalitat, encontraris una mica millor que soltar per la boca. https://t.co/tj5msypf9w	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['MARICN', 'fem', 'fem que tennis per mentalitat']
2661	tweet19_1235220029890793475	@IreneMontero Les seoras de debò no ens manifestem, ho hem demostrat treballant i fent que els homes ens respectaren per la nostra conducta. No haca falta manifestar-nos i menys seminues.	NOVIOLENTO	NO				[]
1780	tweet92_991168926892650496	"Em mand un snap amb un filtre d'orelles de conill cantant ""dura remix"" per ho ""sóc vegetariana però em menge al conill"" #ridculo #DecepcionesAmorosas"	NOVIOLENTO	NO				[]
